filename,flag,start,duration,word,tokenized,count_tokens,sp_id_and_ch_id,filename_path
LSP-29120-0029_1,1,1.06,0.53,VOWED,"['v', 'ow', 'ed']",3,-29120-0029,./train-clean-360/5123/29120/5123-29120-0029.flac
LSP-20034-0008_1,1,10.7,0.73,APEX,"['a', 'pe', 'x']",3,-20034-0008,./train-clean-360/4358/20034/4358-20034-0008.flac
LSP-28399-0060_1,1,6.99,0.61,INWARD,"['in', 'w', 'ard']",3,-28399-0060,./train-other-500/4748/28399/4748-28399-0060.flac
LSP-158744-0051_1,1,12.44,0.56,FAWN,"['fa', 'w', 'n']",3,-158744-0051,./train-clean-360/2654/158744/2654-158744-0051.flac
LSP-283138-0013_1,1,7.85,0.51,VERBAL,"['ver', 'b', 'al']",3,-283138-0013,./train-clean-360/6620/283138/6620-283138-0013.flac
LSP-149880-0013_1,1,1.59,0.54,LONGING,"['l', 'ong', 'ing']",3,-149880-0013,./train-clean-360/2167/149880/2167-149880-0013.flac
LSP-28005-0037_1,1,11.66,0.81,MANLIUS,"['man', 'li', 'us']",3,-28005-0037,./train-other-500/4687/28005/4687-28005-0037.flac
LSP-47030-0020_1,1,13.97,0.52,CITED,"['c', 'it', 'ed']",3,-47030-0020,./train-clean-360/5727/47030/5727-47030-0020.flac
LSP-128245-0018_1,1,13.22,0.64,HERALD,"['her', 'al', 'd']",3,-128245-0018,./train-other-500/3054/128245/3054-128245-0018.flac
LSP-25901-0027_1,1,6.93,0.55,CHOKE,"['ch', 'o', 'ke']",3,-25901-0027,./train-other-500/4748/25901/4748-25901-0027.flac
LSP-159393-0001_1,1,15.44,0.53,SOUP,"['s', 'ou', 'p']",3,-159393-0001,./train-other-500/2587/159393/2587-159393-0001.flac
LSP-181687-0023_1,1,7.7,0.51,CELLA,"['ce', 'll', 'a']",3,-181687-0023,./train-other-500/3955/181687/3955-181687-0023.flac
LSP-115686-0005_1,1,2.7,0.66,BUNCH,"['b', 'un', 'ch']",3,-115686-0005,./train-clean-360/8119/115686/8119-115686-0005.flac
LSP-149482-0029_1,1,4.26,0.68,OVATION,"['o', 'v', 'ation']",3,-149482-0029,./train-clean-100/2514/149482/2514-149482-0029.flac
LSP-57643-0040_1,1,10.2,0.56,HOSTS,"['ho', 'st', 's']",3,-57643-0040,./train-other-500/6009/57643/6009-57643-0040.flac
LSP-31097-0010_1,1,1.61,0.54,RESONANT,"['res', 'on', 'ant']",3,-31097-0010,./train-clean-360/5012/31097/5012-31097-0010.flac
LSP-177749-0042_1,1,0.62,0.61,BITING,"['b', 'it', 'ing']",3,-177749-0042,./train-other-500/2607/177749/2607-177749-0042.flac
LSP-293469-0000_1,1,8.0,0.63,LONGEST,"['l', 'ong', 'est']",3,-293469-0000,./train-clean-100/8419/293469/8419-293469-0000.flac
LSP-10644-0002_1,1,5.1,0.5,DEMON,"['de', 'm', 'on']",3,-10644-0002,./train-other-500/7155/10644/7155-10644-0002.flac
LSP-118202-0059_1,1,12.06,0.65,CARTED,"['c', 'art', 'ed']",3,-118202-0059,./train-other-500/8169/118202/8169-118202-0059.flac
LSP-295462-0038_1,1,0.9,0.54,SEWARD,"['se', 'w', 'ard']",3,-295462-0038,./train-clean-100/8770/295462/8770-295462-0038.flac
LSP-167347-0000_1,1,5.5,0.5,TINGED,"['t', 'ing', 'ed']",3,-167347-0000,./train-other-500/2309/167347/2309-167347-0000.flac
LSP-123720-0072_1,1,5.31,0.53,TIDY,"['t', 'id', 'y']",3,-123720-0072,./train-clean-100/481/123720/481-123720-0072.flac
LSP-122615-0024_1,1,1.52,0.51,MOOSE,"['mo', 'o', 'se']",3,-122615-0024,./train-clean-100/1502/122615/1502-122615-0024.flac
LSP-128632-0001_1,1,1.52,0.51,DRAIN,"['d', 'r', 'ain']",3,-128632-0001,./train-clean-360/1079/128632/1079-128632-0001.flac
LSP-185466-0036_1,1,5.62,0.5,COMBS,"['com', 'b', 's']",3,-185466-0036,./train-clean-360/3977/185466/3977-185466-0036.flac
LSP-41166-0014_1,1,0.83,0.52,FOUL,"['f', 'ou', 'l']",3,-41166-0014,./train-clean-360/5637/41166/5637-41166-0014.flac
LSP-125274-0008_1,1,3.1,0.52,NOTIONS,"['not', 'ion', 's']",3,-125274-0008,./train-other-500/505/125274/505-125274-0008.flac
LSP-138042-0061_1,1,0.92,0.58,FOUL,"['f', 'ou', 'l']",3,-138042-0061,./train-clean-360/2618/138042/2618-138042-0061.flac
LSP-273137-0030_1,1,5.14,0.68,VACATION,"['v', 'ac', 'ation']",3,-273137-0030,./train-other-500/8012/273137/8012-273137-0030.flac
LSP-132484-0005_1,1,5.41,0.56,HEROIC,"['her', 'o', 'ic']",3,-132484-0005,./train-clean-360/2113/132484/2113-132484-0005.flac
LSP-134419-0013_1,1,6.15,0.6,FILE,"['f', 'i', 'le']",3,-134419-0013,./train-other-500/3647/134419/3647-134419-0013.flac
LSP-51655-0032_1,1,2.76,0.52,ROUNDLY,"['r', 'ound', 'ly']",3,-51655-0032,./train-other-500/6076/51655/6076-51655-0032.flac
LSP-32876-0033_1,1,12.73,0.63,QUAVER,"['qu', 'a', 'ver']",3,-32876-0033,./train-other-500/5682/32876/5682-32876-0033.flac
LSP-286293-0058_1,1,13.49,0.51,GISCON,"['g', 'is', 'con']",3,-286293-0058,./train-other-500/8710/286293/8710-286293-0058.flac
LSP-2163-0039_1,1,2.13,0.75,WHETHER,"['w', 'he', 'ther']",3,-2163-0039,./train-other-500/5248/2163/5248-2163-0039.flac
LSP-103481-0017_1,1,13.65,0.69,CHINS,"['ch', 'in', 's']",3,-103481-0017,./train-clean-360/1066/103481/1066-103481-0017.flac
LSP-131040-0030_1,1,8.73,0.52,SENATE,"['s', 'en', 'ate']",3,-131040-0030,./train-clean-360/671/131040/671-131040-0030.flac
LSP-128632-0001_1,1,0.59,0.51,THYME,"['th', 'y', 'me']",3,-128632-0001,./train-clean-360/1079/128632/1079-128632-0001.flac
LSP-185518-0078_1,1,1.35,0.51,REMI,"['re', 'm', 'i']",3,-185518-0078,./train-other-500/4280/185518/4280-185518-0078.flac
LSP-121729-0009_1,1,5.42,0.5,HELLO,"['he', 'll', 'o']",3,-121729-0009,./train-clean-360/122/121729/122-121729-0009.flac
LSP-87140-0027_1,1,2.45,0.64,VALET,"['v', 'al', 'et']",3,-87140-0027,./train-other-500/2607/87140/2607-87140-0027.flac
LSP-136610-0003_1,1,6.44,0.61,FRAIL,"['f', 'ra', 'il']",3,-136610-0003,./train-clean-360/2146/136610/2146-136610-0003.flac
LSP-102886-0008_1,1,1.43,0.54,INHERENT,"['in', 'her', 'ent']",3,-102886-0008,./train-other-500/6402/102886/6402-102886-0008.flac
LSP-121900-0037_1,1,1.07,0.53,RAGED,"['r', 'ag', 'ed']",3,-121900-0037,./train-other-500/613/121900/613-121900-0037.flac
LSP-69293-0030_1,1,15.28,0.56,THREAT,"['th', 're', 'at']",3,-69293-0030,./train-other-500/4174/69293/4174-69293-0030.flac
LSP-14912-0019_1,1,11.24,0.59,MALLARD,"['m', 'all', 'ard']",3,-14912-0019,./train-other-500/4447/14912/4447-14912-0019.flac
LSP-276748-0098_1,1,5.36,0.54,DEBT,"['de', 'b', 't']",3,-276748-0098,./train-other-500/8322/276748/8322-276748-0098.flac
LSP-112691-0026_1,1,14.51,0.57,COMPLY,"['com', 'p', 'ly']",3,-112691-0026,./train-other-500/8015/112691/8015-112691-0026.flac
LSP-14909-0010_1,1,5.48,0.54,OWNER,"['ow', 'n', 'er']",3,-14909-0010,./train-other-500/3290/14909/3290-14909-0010.flac
LSP-304535-0022_1,1,4.26,0.57,HONAN,"['h', 'on', 'an']",3,-304535-0022,./train-clean-360/7730/304535/7730-304535-0022.flac
LSP-134312-0014_1,1,9.68,0.58,LEXMAN,"['le', 'x', 'man']",3,-134312-0014,./train-clean-360/476/134312/476-134312-0014.flac
LSP-56165-0021_1,1,3.24,0.61,ANNEX,"['an', 'ne', 'x']",3,-56165-0021,./train-clean-100/6064/56165/6064-56165-0021.flac
LSP-139962-0030_1,1,13.57,0.72,SINK,"['s', 'in', 'k']",3,-139962-0030,./train-other-500/2288/139962/2288-139962-0030.flac
LSP-130503-0021_1,1,5.55,0.57,GLARE,"['g', 'l', 'are']",3,-130503-0021,./train-clean-360/1641/130503/1641-130503-0021.flac
LSP-72302-0023_1,1,0.72,0.5,ALOFT,"['al', 'of', 't']",3,-72302-0023,./train-other-500/6746/72302/6746-72302-0023.flac
LSP-281203-0000_1,1,0.73,0.6,DEFOE,"['de', 'fo', 'e']",3,-281203-0000,./train-other-500/8445/281203/8445-281203-0000.flac
LSP-105670-0010_1,1,9.01,0.54,HERESY,"['her', 'es', 'y']",3,-105670-0010,./train-other-500/7912/105670/7912-105670-0010.flac
LSP-284424-0041_1,1,2.57,0.71,TROT,"['t', 'ro', 't']",3,-284424-0041,./train-clean-360/7276/284424/7276-284424-0041.flac
LSP-292138-0013_1,1,6.46,0.52,PUNT,"['p', 'un', 't']",3,-292138-0013,./train-clean-360/8605/292138/8605-292138-0013.flac
LSP-81511-0013_1,1,0.88,0.62,PROSAIC,"['pro', 'sa', 'ic']",3,-81511-0013,./train-other-500/6963/81511/6963-81511-0013.flac
LSP-282920-0070_1,1,1.78,0.52,DEALING,"['de', 'al', 'ing']",3,-282920-0070,./train-other-500/8389/282920/8389-282920-0070.flac
LSP-36027-0048_1,1,12.07,0.5,WORLDLY,"['wor', 'ld', 'ly']",3,-36027-0048,./train-other-500/4824/36027/4824-36027-0048.flac
LSP-292240-0035_1,1,9.13,0.63,STAID,"['st', 'a', 'id']",3,-292240-0035,./train-other-500/7942/292240/7942-292240-0035.flac
LSP-90845-0003_1,1,13.52,0.67,BRIER,"['b', 'ri', 'er']",3,-90845-0003,./train-other-500/7223/90845/7223-90845-0003.flac
LSP-291943-0041_1,1,2.1,0.75,SWAIN,"['s', 'w', 'ain']",3,-291943-0041,./train-other-500/7138/291943/7138-291943-0041.flac
LSP-132799-0002_1,1,12.82,0.57,EXILED,"['ex', 'il', 'ed']",3,-132799-0002,./train-other-500/152/132799/152-132799-0002.flac
LSP-853-0056_1,1,1.0,0.66,NOTIONS,"['not', 'ion', 's']",3,-853-0056,./train-other-500/75/853/75-853-0056.flac
LSP-46900-0125_1,1,7.35,0.5,ANCHOR,"['an', 'ch', 'or']",3,-46900-0125,./train-other-500/5977/46900/5977-46900-0125.flac
LSP-143521-0011_1,1,1.62,0.58,HOLLY,"['ho', 'l', 'ly']",3,-143521-0011,./train-clean-360/1913/143521/1913-143521-0011.flac
LSP-112587-0034_1,1,9.95,0.63,TARA,"['t', 'ar', 'a']",3,-112587-0034,./train-other-500/5468/112587/5468-112587-0034.flac
LSP-52158-0103_1,1,5.41,0.54,TYPE,"['t', 'y', 'pe']",3,-52158-0103,./train-other-500/5906/52158/5906-52158-0103.flac
LSP-121402-0022_1,1,4.0,0.51,MONK,"['m', 'on', 'k']",3,-121402-0022,./train-other-500/1544/121402/1544-121402-0022.flac
LSP-185349-0078_1,1,9.31,0.77,TENDS,"['t', 'end', 's']",3,-185349-0078,./train-other-500/4161/185349/4161-185349-0078.flac
LSP-292520-0007_1,1,8.69,1.08,STIRS,"['st', 'ir', 's']",3,-292520-0007,./train-clean-100/8425/292520/8425-292520-0007.flac
LSP-129396-0120_1,1,1.2,0.5,JAPE,"['j', 'a', 'pe']",3,-129396-0120,./train-clean-360/210/129396/210-129396-0120.flac
LSP-109185-0028_1,1,3.63,0.61,SHARK,"['sh', 'ar', 'k']",3,-109185-0028,./train-clean-360/7959/109185/7959-109185-0028.flac
LSP-294707-0043_1,1,4.64,0.63,CHILLED,"['ch', 'ill', 'ed']",3,-294707-0043,./train-other-500/8443/294707/8443-294707-0043.flac
LSP-88484-0027_1,1,2.14,0.61,PROVEN,"['pro', 'v', 'en']",3,-88484-0027,./train-clean-360/7095/88484/7095-88484-0027.flac
LSP-284528-0004_1,1,12.34,0.62,EVERYONE,"['e', 'very', 'one']",3,-284528-0004,./train-other-500/6914/284528/6914-284528-0004.flac
LSP-40571-0010_1,1,9.9,0.58,RESORT,"['res', 'or', 't']",3,-40571-0010,./train-clean-360/6446/40571/6446-40571-0010.flac
LSP-113273-0003_1,1,10.17,0.53,EGG,"['e', 'g', 'g']",3,-113273-0003,./train-clean-360/7933/113273/7933-113273-0003.flac
LSP-139358-0021_1,1,4.54,0.65,RESINS,"['res', 'in', 's']",3,-139358-0021,./train-clean-360/2012/139358/2012-139358-0021.flac
LSP-159230-0000_1,1,0.32,0.54,SLATE,"['s', 'l', 'ate']",3,-159230-0000,./train-clean-360/1944/159230/1944-159230-0000.flac
LSP-274376-0030_1,1,4.61,0.52,RECOVERY,"['re', 'co', 'very']",3,-274376-0030,./train-clean-360/8225/274376/8225-274376-0030.flac
LSP-82020-0007_1,1,10.81,0.51,TAMED,"['t', 'am', 'ed']",3,-82020-0007,./train-clean-360/5293/82020/5293-82020-0007.flac
LSP-131218-0028_1,1,1.93,0.52,CABMAN,"['c', 'ab', 'man']",3,-131218-0028,./train-clean-360/288/131218/288-131218-0028.flac
LSP-86026-0015_1,1,10.18,0.52,STAYING,"['st', 'ay', 'ing']",3,-86026-0015,./train-clean-360/7294/86026/7294-86026-0015.flac
LSP-181101-0033_1,1,7.88,0.63,EVERARD,"['e', 'ver', 'ard']",3,-181101-0033,./train-other-500/2339/181101/2339-181101-0033.flac
LSP-140040-0020_1,1,6.16,0.68,SEAMS,"['se', 'am', 's']",3,-140040-0020,./train-clean-360/1498/140040/1498-140040-0020.flac
LSP-150124-0022_1,1,11.19,0.5,MYLES,"['my', 'l', 'es']",3,-150124-0022,./train-other-500/2185/150124/2185-150124-0022.flac
LSP-97610-0007_1,1,12.86,0.52,QUAINT,"['qu', 'ain', 't']",3,-97610-0007,./train-clean-360/5740/97610/5740-97610-0007.flac
LSP-120330-0027_1,1,3.84,0.55,HARK,"['h', 'ar', 'k']",3,-120330-0027,./train-clean-360/7939/120330/7939-120330-0027.flac
LSP-111612-0024_1,1,9.52,0.57,CAGY,"['c', 'ag', 'y']",3,-111612-0024,./train-other-500/5118/111612/5118-111612-0024.flac
LSP-187023-0015_1,1,7.38,0.53,FAINTER,"['f', 'ain', 'ter']",3,-187023-0015,./train-clean-360/4243/187023/4243-187023-0015.flac
LSP-94522-0007_1,1,7.21,0.54,PEARCE,"['pe', 'ar', 'ce']",3,-94522-0007,./train-clean-360/7445/94522/7445-94522-0007.flac
LSP-15304-0017_1,1,4.11,0.55,BAYARD,"['b', 'ay', 'ard']",3,-15304-0017,./train-clean-360/4839/15304/4839-15304-0017.flac
LSP-147979-0005_1,1,7.5,0.5,MINDED,"['m', 'ind', 'ed']",3,-147979-0005,./train-clean-100/1926/147979/1926-147979-0005.flac
LSP-124401-0054_1,1,3.79,0.51,METHOD,"['me', 'th', 'od']",3,-124401-0054,./train-other-500/421/124401/421-124401-0054.flac
LSP-52195-0021_1,1,6.78,0.5,RUTH,"['r', 'u', 'th']",3,-52195-0021,./train-clean-360/4438/52195/4438-52195-0021.flac
LSP-141140-0050_1,1,3.59,0.72,POSTA,"['po', 'st', 'a']",3,-141140-0050,./train-other-500/2279/141140/2279-141140-0050.flac
LSP-162253-0016_1,1,7.36,0.53,SHANTY,"['sh', 'ant', 'y']",3,-162253-0016,./train-clean-360/2397/162253/2397-162253-0016.flac
LSP-1803-0074_1,1,3.05,0.51,TRUNK,"['tr', 'un', 'k']",3,-1803-0074,./train-other-500/4487/1803/4487-1803-0074.flac
LSP-157669-0085_1,1,1.97,0.55,GAIT,"['g', 'a', 'it']",3,-157669-0085,./train-other-500/4122/157669/4122-157669-0085.flac
LSP-278847-0006_1,1,11.41,0.57,OLIO,"['o', 'li', 'o']",3,-278847-0006,./train-other-500/6399/278847/6399-278847-0006.flac
LSP-36965-0031_1,1,3.87,0.61,CANE,"['c', 'an', 'e']",3,-36965-0031,./train-other-500/5199/36965/5199-36965-0031.flac
LSP-80699-0020_1,1,6.78,0.53,NECK,"['ne', 'c', 'k']",3,-80699-0020,./train-other-500/7218/80699/7218-80699-0020.flac
LSP-132717-0084_1,1,12.18,0.5,LEVERS,"['le', 'ver', 's']",3,-132717-0084,./train-clean-360/339/132717/339-132717-0084.flac
LSP-157243-0000_1,1,9.18,0.64,MENDED,"['m', 'end', 'ed']",3,-157243-0000,./train-clean-360/2570/157243/2570-157243-0000.flac
LSP-216567-0039_1,1,6.57,0.51,INCOMES,"['in', 'com', 'es']",3,-216567-0039,./train-clean-360/8534/216567/8534-216567-0039.flac
LSP-139361-0053_1,1,1.73,0.56,PADRE,"['p', 'ad', 're']",3,-139361-0053,./train-clean-360/1826/139361/1826-139361-0053.flac
LSP-131113-0006_1,1,10.53,0.51,HEEL,"['he', 'e', 'l']",3,-131113-0006,./train-clean-360/1058/131113/1058-131113-0006.flac
LSP-171001-0044_1,1,9.02,0.55,VASE,"['v', 'as', 'e']",3,-171001-0044,./train-other-500/2943/171001/2943-171001-0044.flac
LSP-157669-0017_1,1,4.07,0.66,APACE,"['ap', 'a', 'ce']",3,-157669-0017,./train-other-500/4122/157669/4122-157669-0017.flac
LSP-105212-0004_1,1,6.21,0.57,REUNION,"['re', 'un', 'ion']",3,-105212-0004,./train-other-500/6402/105212/6402-105212-0004.flac
LSP-6523-0017_1,1,2.12,0.5,TEAMS,"['te', 'am', 's']",3,-6523-0017,./train-other-500/4428/6523/4428-6523-0017.flac
LSP-161905-0019_1,1,0.13,0.54,TOTAL,"['to', 't', 'al']",3,-161905-0019,./train-other-500/2754/161905/2754-161905-0019.flac
LSP-66278-0034_1,1,4.09,0.59,HELM,"['he', 'l', 'm']",3,-66278-0034,./train-other-500/7197/66278/7197-66278-0034.flac
LSP-101276-0007_1,1,6.52,0.62,BUY,"['b', 'u', 'y']",3,-101276-0007,./train-clean-360/7481/101276/7481-101276-0007.flac
LSP-65393-0008_1,1,13.38,0.65,KINDER,"['k', 'ind', 'er']",3,-65393-0008,./train-other-500/6364/65393/6364-65393-0008.flac
LSP-121652-0029_1,1,12.55,0.53,GOOCH,"['go', 'o', 'ch']",3,-121652-0029,./train-clean-100/289/121652/289-121652-0029.flac
LSP-50138-0025_1,1,3.05,0.51,FELIX,"['fe', 'li', 'x']",3,-50138-0025,./train-other-500/7205/50138/7205-50138-0025.flac
LSP-34652-0042_1,1,11.13,0.52,FILES,"['f', 'il', 'es']",3,-34652-0042,./train-other-500/7008/34652/7008-34652-0042.flac
LSP-170151-0021_1,1,0.17,0.51,TRUER,"['tr', 'u', 'er']",3,-170151-0021,./train-clean-100/2196/170151/2196-170151-0021.flac
LSP-276730-0018_1,1,12.88,0.52,MAIL,"['m', 'a', 'il']",3,-276730-0018,./train-clean-360/8479/276730/8479-276730-0018.flac
LSP-150901-0018_1,1,14.16,0.52,DUE,"['d', 'u', 'e']",3,-150901-0018,./train-other-500/2195/150901/2195-150901-0018.flac
LSP-166428-0020_1,1,2.4,0.59,HOSTS,"['ho', 'st', 's']",3,-166428-0020,./train-other-500/3144/166428/3144-166428-0020.flac
LSP-3067-0023_1,1,4.98,0.53,ARMOUR,"['ar', 'm', 'our']",3,-3067-0023,./train-other-500/4402/3067/4402-3067-0023.flac
LSP-100660-0014_1,1,13.57,0.56,RAGING,"['r', 'ag', 'ing']",3,-100660-0014,./train-other-500/7507/100660/7507-100660-0014.flac
LSP-38484-0026_1,1,0.52,0.5,MAINLY,"['m', 'ain', 'ly']",3,-38484-0026,./train-other-500/4520/38484/4520-38484-0026.flac
LSP-13145-0035_1,1,8.28,0.51,METAL,"['me', 't', 'al']",3,-13145-0035,./train-other-500/4407/13145/4407-13145-0035.flac
LSP-292253-0050_1,1,6.96,0.5,HUGO,"['h', 'u', 'go']",3,-292253-0050,./train-clean-360/8825/292253/8825-292253-0050.flac
LSP-134311-0013_1,1,1.58,0.5,LEXMAN,"['le', 'x', 'man']",3,-134311-0013,./train-other-500/1107/134311/1107-134311-0013.flac
LSP-258250-0037_1,1,9.74,0.52,FOLK,"['fo', 'l', 'k']",3,-258250-0037,./train-clean-360/7832/258250/7832-258250-0037.flac
LSP-123523-0034_1,1,12.38,0.55,DARED,"['d', 'are', 'd']",3,-123523-0034,./train-clean-100/302/123523/302-123523-0034.flac
LSP-27757-0007_1,1,8.19,0.62,SEMYON,"['se', 'my', 'on']",3,-27757-0007,./train-other-500/4741/27757/4741-27757-0007.flac
LSP-259009-0010_1,1,6.79,0.58,SLOTH,"['s', 'lo', 'th']",3,-259009-0010,./train-clean-360/7051/259009/7051-259009-0010.flac
LSP-10766-0050_1,1,11.79,0.63,LACE,"['l', 'a', 'ce']",3,-10766-0050,./train-other-500/5355/10766/5355-10766-0050.flac
LSP-3961-0037_1,1,8.72,0.51,AOI,"['a', 'o', 'i']",3,-3961-0037,./train-clean-360/8080/3961/8080-3961-0037.flac
LSP-63255-0047_1,1,13.94,0.8,WORRIED,"['wor', 'ri', 'ed']",3,-63255-0047,./train-other-500/6353/63255/6353-63255-0047.flac
LSP-166688-0028_1,1,2.72,0.52,EXPERT,"['ex', 'per', 't']",3,-166688-0028,./train-other-500/3135/166688/3135-166688-0028.flac
LSP-76694-0006_1,1,3.38,0.6,POPLAR,"['po', 'pl', 'ar']",3,-76694-0006,./train-other-500/6777/76694/6777-76694-0006.flac
LSP-102420-0049_1,1,10.45,0.75,DOLING,"['do', 'l', 'ing']",3,-102420-0049,./train-clean-100/7511/102420/7511-102420-0049.flac
LSP-123274-0002_1,1,5.82,0.56,ALIMENT,"['al', 'im', 'ent']",3,-123274-0002,./train-other-500/886/123274/886-123274-0002.flac
LSP-8157-0025_1,1,3.24,0.8,CONCEIT,"['con', 'ce', 'it']",3,-8157-0025,./train-clean-360/925/8157/925-8157-0025.flac
LSP-15542-0004_1,1,11.33,0.52,JESTER,"['j', 'es', 'ter']",3,-15542-0004,./train-other-500/4422/15542/4422-15542-0004.flac
LSP-142277-0046_1,1,2.66,0.55,PEARS,"['pe', 'ar', 's']",3,-142277-0046,./train-other-500/1674/142277/1674-142277-0046.flac
LSP-19366-0052_1,1,1.48,0.58,PICARD,"['p', 'ic', 'ard']",3,-19366-0052,./train-clean-360/4629/19366/4629-19366-0052.flac
LSP-128275-0019_1,1,7.59,0.65,VAPOUR,"['v', 'ap', 'our']",3,-128275-0019,./train-other-500/1474/128275/1474-128275-0019.flac
LSP-2338-0009_1,1,8.09,0.52,CLAD,"['c', 'l', 'ad']",3,-2338-0009,./train-other-500/7150/2338/7150-2338-0009.flac
LSP-113275-0038_1,1,1.71,0.5,CARTS,"['c', 'art', 's']",3,-113275-0038,./train-other-500/7883/113275/7883-113275-0038.flac
LSP-81370-0012_1,1,0.88,0.58,LEEDS,"['le', 'ed', 's']",3,-81370-0012,./train-other-500/7012/81370/7012-81370-0012.flac
LSP-50486-0005_1,1,1.17,0.56,BRAVERY,"['b', 'ra', 'very']",3,-50486-0005,./train-other-500/5671/50486/5671-50486-0005.flac
LSP-39660-0043_1,1,6.21,0.64,DONATION,"['d', 'on', 'ation']",3,-39660-0043,./train-clean-360/6300/39660/6300-39660-0043.flac
LSP-72200-0045_1,1,13.93,0.73,FASTING,"['f', 'ast', 'ing']",3,-72200-0045,./train-clean-360/7285/72200/7285-72200-0045.flac
LSP-121674-0000_1,1,7.57,0.5,SANTA,"['s', 'ant', 'a']",3,-121674-0000,./train-clean-360/100/121674/100-121674-0000.flac
LSP-22698-0001_1,1,2.86,0.54,TRICE,"['t', 'ri', 'ce']",3,-22698-0001,./train-other-500/6177/22698/6177-22698-0001.flac
LSP-64469-0017_1,1,6.02,0.72,ALBAN,"['al', 'b', 'an']",3,-64469-0017,./train-other-500/6534/64469/6534-64469-0017.flac
LSP-160609-0011_1,1,2.66,0.55,LANDE,"['l', 'and', 'e']",3,-160609-0011,./train-other-500/2587/160609/2587-160609-0011.flac
LSP-188162-0014_1,1,8.33,0.66,PEARLY,"['pe', 'ar', 'ly']",3,-188162-0014,./train-other-500/4273/188162/4273-188162-0014.flac
LSP-85172-0042_1,1,5.0,0.57,ATONEMENT,"['at', 'one', 'ment']",3,-85172-0042,./train-other-500/6943/85172/6943-85172-0042.flac
LSP-20426-0070_1,1,13.69,0.55,CABMAN,"['c', 'ab', 'man']",3,-20426-0070,./train-other-500/4872/20426/4872-20426-0070.flac
LSP-256224-0033_1,1,2.73,0.62,EXPAND,"['ex', 'p', 'and']",3,-256224-0033,./train-other-500/6892/256224/6892-256224-0033.flac
LSP-258266-0052_1,1,13.31,0.56,BEFAL,"['be', 'f', 'al']",3,-258266-0052,./train-clean-360/7789/258266/7789-258266-0052.flac
LSP-121896-0001_1,1,7.12,0.6,MINDED,"['m', 'ind', 'ed']",3,-121896-0001,./train-clean-360/115/121896/115-121896-0001.flac
LSP-295000-0024_1,1,4.92,0.54,PINCH,"['p', 'in', 'ch']",3,-295000-0024,./train-other-500/8765/295000/8765-295000-0024.flac
LSP-4275-0041_1,1,1.19,0.6,ROUNDED,"['r', 'ound', 'ed']",3,-4275-0041,./train-clean-360/2971/4275/2971-4275-0041.flac
LSP-64588-0012_1,1,11.58,0.51,LOCATION,"['lo', 'c', 'ation']",3,-64588-0012,./train-clean-360/7030/64588/7030-64588-0012.flac
LSP-166424-0003_1,1,0.25,0.52,LEAPED,"['le', 'ap', 'ed']",3,-166424-0003,./train-clean-100/3486/166424/3486-166424-0003.flac
LSP-138109-0028_1,1,5.75,0.5,INQUEST,"['in', 'qu', 'est']",3,-138109-0028,./train-other-500/1291/138109/1291-138109-0028.flac
LSP-7276-0063_1,1,12.66,0.59,TUAN,"['t', 'u', 'an']",3,-7276-0063,./train-other-500/3567/7276/3567-7276-0063.flac
LSP-147822-0007_1,1,2.02,0.55,BUNCH,"['b', 'un', 'ch']",3,-147822-0007,./train-other-500/1901/147822/1901-147822-0007.flac
LSP-132291-0019_1,1,2.07,0.6,BILLION,"['b', 'ill', 'ion']",3,-132291-0019,./train-clean-360/922/132291/922-132291-0019.flac
LSP-156724-0007_1,1,8.91,0.7,ORDERED,"['or', 'der', 'ed']",3,-156724-0007,./train-clean-360/2531/156724/2531-156724-0007.flac
LSP-282357-0043_1,1,6.21,0.56,EXTEND,"['ex', 't', 'end']",3,-282357-0043,./train-clean-360/9022/282357/9022-282357-0043.flac
LSP-134728-0013_1,1,3.82,0.51,CAGED,"['c', 'ag', 'ed']",3,-134728-0013,./train-clean-360/454/134728/454-134728-0013.flac
LSP-70168-0012_1,1,3.56,0.57,ROUSED,"['r', 'ous', 'ed']",3,-70168-0012,./train-clean-100/6272/70168/6272-70168-0012.flac
LSP-74022-0021_1,1,14.81,0.51,NOTARY,"['not', 'ar', 'y']",3,-74022-0021,./train-other-500/6709/74022/6709-74022-0021.flac
LSP-158744-0045_1,1,8.54,0.57,AMISS,"['am', 'is', 's']",3,-158744-0045,./train-clean-360/2654/158744/2654-158744-0045.flac
LSP-136458-0096_1,1,10.85,0.59,REGAIN,"['re', 'g', 'ain']",3,-136458-0096,./train-clean-360/3094/136458/3094-136458-0096.flac
LSP-145709-0002_1,1,7.12,0.53,PACING,"['p', 'ac', 'ing']",3,-145709-0002,./train-clean-100/2092/145709/2092-145709-0002.flac
LSP-116550-0041_1,1,12.27,0.59,WORLDS,"['wor', 'ld', 's']",3,-116550-0041,./train-other-500/3470/116550/3470-116550-0041.flac
LSP-182255-0040_1,1,12.14,0.57,OVEREND,"['o', 'ver', 'end']",3,-182255-0040,./train-clean-100/3982/182255/3982-182255-0040.flac
LSP-261139-0051_1,1,5.42,0.53,INSURE,"['in', 'su', 're']",3,-261139-0051,./train-clean-100/8629/261139/8629-261139-0051.flac
LSP-64588-0093_1,1,6.31,0.63,QUITO,"['qu', 'i', 'to']",3,-64588-0093,./train-clean-360/7030/64588/7030-64588-0093.flac
